input,label
"Product Name: Wood Sticker - Snowing Mountain Stocking Description: Dust City Wood Sticker Style Options:
Wood Stickers are an eco-friendly alternative to traditional vinyl stickers. Wood Stickers are available in two styles.

Full Sized Dust City Wood Stickers:
These stickers feature 25 mil maple wood and can be cut into almost any shape. Each one is printed with our Ultra Vivid print process and has a peel away 3M adhesive backing. Our full sized Dust City Wood Stickers come packaged in a biodegradable cellophane sleeve and recycled paper hang tag.

Mini Sized Dust City Wood Stickers:
These stickers feature 25 mil maple wood and can be cut into almost any shape. Each one is printed with our Ultra Vivid print process and has a peel away 3M adhesive backing. These are a miniature version of our Dust City Wood Stickers and measure approximately 1.4” x 1.4” per sticker. Mini stickers come bulk packaged in groups of 60 stickers.",Travel & Adventure
"Product Name: PNW Square Sticker Description: Diecut Vinyl Sticker — great for water bottles, cars, laptops, skateboards, snowboards, helmets, and more
#STR040

- High quality laminated matte finish with bold colors
- Indoor/outdoor usage
- Durable, water and weather resistant
- Produced in house in Seattle and designed by independent artists
- Sticker size: 2.6"" x 2.6""",Geography & Hometown
"Product Name: Octopus With Mugs Of Coffee Vinyl Sticker Pen and Ink Description: 
BellavanceInk: Octopus With Mugs Of Coffee Vinyl Sticker Pen and Ink Illustration

Measures about 6"" x 2.5""

Our custom stickers feature a special laminate that protects them from exposure to wind, rain and sunlight. You can even put them in your dishwasher and have them come out looking brand new.
",animals
"Product Name: Stained Glass Pointer Dog Die Cut Vinyl Sticker Description: This sticker is made from high quality water resistant vinyl sticker material. They add a little touch of fun to notebooks, sketchbooks, waterbottles, phone cases, laptops, and much more. All stickers are packaged carefully to make sure that they arrive in perfect condition. 
This cute sticker is 3""x3"" in size! I also score the back of the sticker to make it easier to peel the backing off. 
*not recomended for outdoor use*
* if used on tumbler please do not run in dishwasher or soak in water*

I also do custom design request! Such as logos and more. Just send me a message if your needing a design made up. ","Cats, Dogs & Other Pets"
"Product Name: Thanksgiving Table | Thanksgiving Fall Greeting Card Description: A2 size card & envelope (4.25 x 5.5"")

Folded card, blank interior

Printed full color on cream 110lb cardstock

Designed & printed in the USA",Holiday Season
Product Name: Miss Your Face Description: Digitally printed with lots of care on white cover stock. Blank interior + white envelope. Individually packaged. A2 (4.25 x 5.5),Love
"Product Name: Key wax seal set Description: A set of 9 self-adhesive wax seals, perfect for invitations, stationery, and gifting. 

Features:
- Pre-made with an adhesive backing for easy application
- Sticks to various types of paper, acrylic, and glass
- Flexible so it's safe to go through the mail
- Handmade with love

Product size: 25mm
Packaging size: 4x6in",
"Product Name: Wipe Every Tear Christian Sympathy Card Description: “And God will wipe away every tear from their eyes; there shall be no more death, nor sorrow, nor crying. There shall be no more pain, for the former things have passed away.” - Revelations 21:4

The Compassion Collection was designed on the truth that even in immense sorrow, there can be immense hope. These cards are more than sympathy cards; they’re for doing life together in every season. Each Bible verse was chosen to remind those who are hurting that they are not alone in their suffering. These cards are a great way to lift one another up, even when you have no words.

All our cards feature original artwork and a blank interior.   

Card Details
- A2 size, 4.25"" x 5.5""
- Printed on white cover paper
- Includes a matching envelope
- Blank inside
- Printed in Canada 

Cards come protected in a plastic sleeve (single) or box (set of 8).",Plants & Floral
"Product Name: Spanish Thought Of The Week Description: Spanish Thought of the Week Dimensions: 6"" x 3. 5"". 52 weeks of inspirations. Convenient magnet and easel on the back for display. A thoughtful gift to your friends or simply to put it in your home or your office. Features Spanish Scripture. Material: Magnet.",
"Product Name: Just Workin' From Home Sticker |Sticker or Magnet Description: For the WFH enthusiast in your life, our Working From Home sticker is the perfect gift!

This job related laptop sticker or tumbler decal is a must-have for anyone who loves the comfort of their own home office.

Get one for your coworker today!

My stickers are printed on quality vinyl and covered with water resistant laminate.

Stickers are best suited to smooth surfaces. Apply when the surface is clean and dry. 

Stickers are sized by widest side.

Stickers are printed and cut in my home studio.

Colors may vary slightly due to different screen brightness/ color setting.

I can make custom designs and do quantity discounts, just message me :)",
"Product Name: Watercolour Australian Birds And Floral Print Greeting Card Bundle// Illustration Art Card Print, Bulk Cards, Eco Cards, Australia Description: Proudly Printed and Designed in Australia Printed on 300gsm uncoated paper which is a soft natural white 100 % recycled paper. Come with Australia made recycled kraft paper envelope.**Please allow for slight colour change due to calibration differences in monitors.",animals
"Product Name: Retro checkered zodiac stickers Description: Retro checkered waterproof zodiac stickers. All signs available, you will choose a sign plus a color when you order. 

Colors available:
Yellow
Pink
Purple
Green
Blue
Orange",Zodiac & Birth Month
Product Name: Deco Stickers - Baby Clothes Boy Description: Various different baby boys clothing and accessories. Perfect for a baby shower card or scrapbook page.,
"Product Name: Love Grows Here with Cute Floral Wreath Canvas Sign Description: Love Grows Here with Cute Floral Wreath Canvas Sign with Aged Oak Frame small shelf sitting decor features a watercolor background with floral wreath.   This would be such a great gift for a new couple for a wedding. 

• Printed with high resolution archival giclee inks  
• Fine art cotton canvas mounted on wood
• Solid hardwood frame in shown stain colors
• Sustainable American oak or alder wood
• Made in the USA in our Utah studio

• MINI 6"" tall x 6"" wide x 1.25"" deep w/ 1/4"" thick frame
• SMALL 11"" tall x 11"" wide x 1.25"" deep w/ 1/4"" thick frame
• MEDIUM 15"" tall x 15"" wide x 1.5"" deep w/ 3/4"" thick frame
• LARGE 20"" tall x 20"" wide x 1.5"" deep w/ 3/4"" thick frame 
• Signs may have +/-1"" variations
• All signs can stand on a shelf or table (Medium & Large can also hang on a wall)
• Farmhouse style frames have small rustic imperfections that make them unique",plants & floral
"Product Name: He They (blue) Button Description: Pronouns button for your jacket, book bog or backpack.
 
Made in Canada. Buttons take 5-10 days to process and ship.
• No minimum per style
• Packaged loose
• Made in Canada
",LGBTQ+
"Product Name: The Archer Description: The Archer

Paper Options:
Choose from Plain, Ruled, Graph, or Bullet pages inside to best suit your needs.

48 pages
Creamy white smooth finish 70lb acid free paper

2 Sizes- Large and Small (see photos for size comparisons)
***Small: 5.25"" x 8.25"" ( SM)
***Large: 7.5"" by 10"" (LG)

This bullet journal notebook is printed from one of my original artworks. They are hand-bound, allover printed notebooks are great for journaling, drawing, note keeping and more! Rich, creamy white 70 lb acid free paper, scuff resistant velvet ultra matte laminate cover, to full HD resolution colour print cover,  care is put into this notebook to turn blank paper into your inspiring go-to notebook.",Sci-Fi & Fantasy
"Product Name: Pineapple Sticker Description: 
1.52""W x 3""H. Suitable for water bottles, mirrors, laptops, appliances, and more.

Pricing:

Quantity Price 
1 Sticker  $4.00 
3 Stickers $10.00 ($3.33/ea) 
5 Stickers $15.00 ($3.00/ea) 
10 Stickers $29.00 ($2.90/ea) 
15 Stickers $42.00 ($2.80/ea) 
20 Stickers $52.00 ($2.60/ea) 

The fine print: Waterproof. Matte vinyl material. All designs property of Black Cat Bazaar.",food & drink
"Product Name: 6 PACK SNOWMAN STICKERS |  Aesthetic Holographic Stickers | Description: Product Name : 6 PACK SNOWMAN STICKERS |  Aesthetic Holographic Stickers | Cute Laptop Stickers | Stocking Fillers6 PACK SNOWMAN STICKERS

A pack of 6 cute cracked ice snowmen stickers made from sticker paper covered with high quality holographic laminate.

Available as a mixed pack of 6 different designs or 6 packs of single designs.

Will come shipped in a clear bag inside  a box for protection.
They range in sizes approximately 4 across x 7  cm high, (2 x 3 inches)",Holiday Season
Product Name: Mr and Mr gay Wedding LGBTQ+ Card Description: The card measures 105 x 150 mm and is sold with a colored envelope. Blank inside for your own message. Printed onto 300 gsm FSC-approved board in the UK.,LGBTQ+
"Product Name: Ring Tailed Lemur Hard Enamel Pin | Lemur Pin | Animal Pin | Art Deco Description: A part of the African mammals series for the 'Making Tracks' hard enamel pin series first found on Kickstarter, this Ring-Tailed Lemur hard enamel pin is climbing up a branch!
2"" tall
Nickel Black Finish
Backer Card
Two Posts
Rubber Clutches: Good for hats, clothes, or any time a metal back might irritate your skin.
Butterfly Metal Clutches: Good for bags, collars, and pin boards.
Locking Clutch: Good for that extra piece of mind that your pin is locked in place! Perfect for places where a pin might take some extra hits in your travels!",animals
"Product Name: Henna Embossed Notecards - Pack of 6 Description: A beautiful set of 6 handmade folded white note cards embossed with a henna design. 

Each card is individually handcrafted using premium quality white card and you have a choice of envelope colours which are also embossed on the flap. The inside of the cards are left blank. 

You can choose whether to have the pack of cards wrapped with a paper belly band (as shown in the photo) or packaged in a bio-degradable clear bag.

Made with lots of ❤️ and ☕

Card size: UK size A6 (US size A2) - 14.8cms x 10.5cms (5.8"" x 4.1"")
Luxury 350 gsm cardstock

Tags: stationery gift, set of notelets, minimalist, practical gift, thank you card, correspondence,",plants & floral
"Product Name: Best Teacher Ornament Description: Wood ornament is 2 pieces of 1/4 in birch. The based is engraved with adorable school supplies.
The top is painted in white or red and adhered to the base. 

We have all learned just how much work these teachers have to do on a daily basis in the past year!
Let's show them we care!",teacher appreciation
Product Name: Flower Card Description: Beautiful handmade flower or gift label in cream white. Dimensions are 6 cm by 7 cm. The picture may vary slightly as each one is made by hand.,plants & floral
"Product Name: Halloween suncatcher sticker, Spiderweb window decor Description: Add rainbows to your Halloween decor! This suncatcher will create beautiful rainbows inside your room, office or car.

Simply stick it indoors on the window and enjoy rainbows.

Each suncatcher measures 10 cm (4"") across. 
Design is printed in white or black, pick your favourite from drop down menu.

Suncatchers are not individually packed and have application instructions on reverse.

Thank you for stopping by!

All work is © Anita Ivancenko 2022",gothic
"Product Name: Tennessee State Colorful Sticker Vinyl Decal Description: - Durable & high quality vinyl stickers.
- Weather and water resistant.
- Matte finish overlaminate protects from UV, fading and scratches.

Stickers are a great way to personalize your car, laptop, tumbler, and pretty much anything else you can think of! Our vinyl stickers are made in-house using our HP Latex printers. We print on industry leading vinyl and cut the stickers to shape (die cut). They will stick to clean, smooth surfaces best.

*Stickers shown in renders are not actual size, and are enlarged to show detail.

*Please contact us if the size you would like is not listed",geography & hometown
"Product Name: What rhymes with ""thank you?"" cards Description: What rhymes with ""thank you?""

Envelope included!

5.75 x 4.5""

This was printed using a risograph at the lovely Outlet studio in Portland, Oregon. The result is that each print is unique, with minor variations in texture and registration.",gratitude
"Product Name: Small Block 6 (WATERPROOF) Description: This is a hand drawn design, made into a folksy die-cut sticker. This sticker is 2 inches x 1.3 inches in size, perfect for a computer or anything you can put stickers on! This sticker are reposition-able!

All materials are 2-3 year weatherproof withstanding everything from sunny days to the harshest of weather. Durable for cars, dishwashers, and anything else you could think of.
","Alphabet, Dates & Numbers"
"Product Name: New Baby Card, Adoption Card Description: This fancy greeting card features a print of one of my original designs. It is printed on recycled archival cardstock that has a fine tooth and is a pleasure to write on. Each card comes with matching envelope and is individually packaged in a clear protective sleeve.",Plants & Floral
"Product Name: Way Up Emoji Card Description: Better than a balloon, this won’t deflate!
 Pump someone up with this gold foiled, emoji card.
 
Blank inside, pure gold envelope included.
 Printed on FSC approved 300gsm card.
 105 x 148mm. 
Proudly made in the UK, hand finished in London.",
"Product Name: Strawberry Sticker Sheet 3.5""  x 5 "" Description: Strawberry Sticker Sheet

These stickers are great for bullet journaling, planner, scrapbooking, and more.

Product Description: 

⭐Dimension: Sticker sheet is 3.6 x 5 inches
⭐12 Individual Stickers
⭐Stickers are not water-resistant, please avoid contact with water with this sticker 

Material: 
⭐Glossy - Glossy Photo Sticker paper (not UV proof) 
⭐Matte – Matte Sticker paper (not waterproof)

Packaging:
⭐Loosely Packaged - Product are pack together for wholesale , not individually packaged for display.
⭐Fully Packaged with Hang Tabs - Product are pack individually with hanger tab for store display",food & drink
"Product Name: Fully Vaxxed Yall Button Description: Cute button for all my vaxxed friends who feel weird in public right now and want people to know that they are vaxxed and not just being rude. 

Comes in three different color options

Each button will come on a 3x3 backing card in a cello bag. 

This is for 1 single 1.25’ button! 


Dimensions: 
1.25 inches",health & wellness
"Product Name: Blue or Pink Birthday Cake, Happy Birthday Card for Kids Description: Birthday Card, Birthday Card Son, Birthday Card Daughter, Birthday Card Kids, Greeting Cards, Kids Birthday

✰ Printed on 130 lb white card stock with a matte finish.
✰ Size: A-7 (5inches x 7 inches). 
✰ Blank Inside, Paired with a Kraft brown envelope. 
✰ Each card will come packaged in recyclable plastic protective sheet ONLY if requested. Otherwise will come loose with envelope 




© Copyright 2021 - Abate Graphics
@abategraphics
",Food & Drink
"Product Name: It's fine, I'm fine pinback button, various designs Description: Choose from six designs. Metal pinback button. We use premium paper and ink to give vivid color to each design. Available in a 1.5 inch size or 2.25 inch size. Custom designs available on request.",Gothic
"Product Name: WACKY PACKAGES, Melty Way, Magnet, Button, Milky Way Description: 2X3"" RECTANGLE MAGNET OR BUTTON

Check out all of our other collections. 

1"", 1.5"", 2.25"", 2x3"" Pinback Buttons, Magnets, Keychains, Bottle Openers are Union Made in the USA",Sci-Fi & Fantasy
"Product Name: Magnet - Raised Right Elephant Description: Magnets Style Options:
Magnets are available in five styles.

1/8"" Clear Acrylic Magnets:
These magnets feature 1/8” thick acrylic. Each one is printed with our durable ultra vivid process and are given a strong, 1” ceramic magnet applied to the back.

1/4"" Clear Acrylic Magnets:
These magnets feature 1/4” thick acrylic. Each one is printed with our durable ultra vivid process and are given a strong, 1” ceramic magnet applied to the back.

1/4"" Recycled Wood Magnets:
These magnets feature 1/4” recycled wood. Each one is printed with our Ultra Vivid printing process and given a strong, 1” ceramic magnet applied to the back

5/16"" Bamboo Magnets:
These bamboo wood magnets feature 5/16” thick bamboo. Each one is printed with our Ultra Vivid print process and given a strong, 1” ceramic magnet applied to the back

1/4"" Full Color Acrylic Magnets:
These magnets feature 1/4” thick acrylic. Each one is printed with our full color digital process and given a strong, 25 mil magnetic backing.",politics
"Product Name: Easter Bunny Rabbit Leopard Camo Hand Drawn Greeting Card Description: Original hand drawn, watercolor illustration.

Professionally printed vertically in the USA on 110 lb smooth cardstock.
A2 Size: 4.25"" x 5.5"" folded.
Blank inside.
Brown kraft envelopes included.
Cards come in clear, recyclable plastic sleeve.

SINGLE CARDS: comes with a brown kraft envelope enclosed in a clear, recyclable cellophane sleeve.

SET OF 6: not packaged individually, comes with brown kraft envelopes enclosed in a clear, recyclable cellophane sleeve.

We do not print branding on our greeting cards. The design is printed on the front and the inside is blank.",animals
"Product Name: Cher Clueless Red Dress Sticker | 90's Throwback Movie Night Description: Part of our brand new Throwback Movie Night collection for 2022.

Celebrate the movies with our newest designs available in 3 sizes and in 3 different materials. From paper stickers for planners, notebooks and decorating your fun to laminated, water resistant vinyl stickers for water bottles, your car or anywhere you want to add some fall festive fun. 

10% of all sales are donated to charities, for more information read our About Us section. 

Colors in photo may vary slightly based on color & monitor settings. Perfect for planners, decoration or anything you have in your creative mind!

*Seasonal Release, Get It Before It's Gone!*
",pop culture
"Product Name: Pct Map Sticker, Pacific Crest Trail Sticker, Thru Hiker Description: Pct Map Sticker, Pacific Crest Trail Sticker, Thru Hiker Sticker, Glossy Vinyl, Die Cut Stickers. PCT MAP sticker, Pacific Crest Trail sticker, Thru Hiker sticker, Glossy Vinyl, Die Cut Stickers
Hand drawn Digitally by Me 

 Material: 
Glossy Vinyl 
Die cut stickers are manufactured to be both waterproof and scratch-resistant. 
Great for sticking it on your car. 
",travel & adventure
"Product Name: Greeting Card Happy Birthday Flower Vase Description: 
Designed by Julia Frost

A2 sized folded card (4.25 x 5.50 inches)

Digitally printed cards on heavyweight stock

Uncoated blank interior provides a superior writing surface

Each card comes in a cello sleeve and with an envelope for mailing or gifting

Note to retailers: please contact us on info@juliafrostart.com to request the wholesale catalog

© All work copyrighted by Julia Frost, LLC

 
",plants & floral
"Product Name: Patch - Wisconsin Birch Description: Iron on patch. This patch was designed in house. The state of Wisconsin is lined with bird trees and birds with a big giant sun/moon 

Measures 2.5 inches in diameter

Choose the patch alone without any retail display card or Patch on Card will come with a branded card with plastic loop on top to hang on hooks.",Geography & Hometown
"Product Name: Mr. Fox Loves to Read Children's Vinyl Sticker Description: Add some flair to any water bottle, laptop, car, and backpack with our fun literary and grammar themed vinyl stickers! 

The vinyl stickers are available unpackaged (loose) or packaged in a hanging cellophane sleeve for easy merchandising!  SELECT your packaging option from the drop down tab 

Each sticker is approximately 3"" x 3"" in size.",Books & Reading
Product Name: Human Bean Card Description: The card measures 105 x 150 mm and is sold with a coloured envelope. Blank inside for your own message. Printed onto 300 gsm FSC-approved board in the UK.,
"Product Name: Cops Are Pigs Sticker | ACAB Vinyl Decal | Piggy Police Waterproof Vinyl Description: Designs are printed on matte or glossy, waterproof calendared vinyl. Sizing is in inches - the length you choose is based on the longest edge of the sticker. Stickers are appropriate for indoor and outdoor surfaces. 

Vinyl stickers are perfect for cell phone cases, bumpers/cars, water bottles, planners, journals, and laptops. Stickers are one-time use (e.g. not removable/reusable).",politics
"Product Name: Stay Wild Boho Sticker Description: Vinyl stickers are waterproof, scratch proof, and UV safe. Stickers have a glossy finish. 

Stickers are dye cut and packaged on sheets for easy display and removal. 

Stickers are ~ 3.7in on the long side.",nature
"Product Name: Always Growing Plants Vinyl Sticker Description: A great reminder that we are always growing!

This extra-large vinyl sticker features an original illustration of a potted monstera and fiddle-leaf fig plant. This weatherproof sticker is perfect to add to your notebook, laptop, water bottle, etc.

Option to have the sticker come with a backing card or on its own.

Details:
One vinyl sticker
3""x3""
Waterproof and water-resistant
Designed and packaged in Austin, Texas and printed in the U.S.A.

Love stationery. Do good. A portion of sales from our Paper + Craft Pantry in-house stationery line is donated to the Make-A-Wish Foundation and Black Mamas Atx.",plants & floral
Product Name: Nebula Riddell Speedflex Front and Back Bumper Sticker Kit Description: The Sleefs Front and Rear Bumper Sticker Kit comes with front / rear stickers for Riddell Speedflex helmets. These easy-to-use stickers are made to make you stand out. The bumper sticker kit includes pairs of over 20 different styles and can also be mixed and matched.,
"Product Name: Beat University of Florida Game Day Button | Red & White Tea Description: This pinback button, available in 2.25 and 3.5 inch styles, is perfect for supporting your team and cheering against the University of Florida all year long!",sports
"Product Name: BIRTHDAY LOVE' BIRTHDAY CARD Description: Our new Kinshipped x Aeand range is here, and they’re bloomin’ beautiful. Just 4 colours make up the palette for the range which celebrate 8 occasions. Each card is accompanied with a luxury GF Smith envelope. 

As always, our cards are printed using sustainable FSC-approved resources and come packaged in a compostable cello unless otherwise specified at checkout. ",love
"Product Name: Tiger Birthday Card - 4th Birthday Card Description: Celebrate a little ones 4th birthday with our unique ocean themed children's birthday card. Featuring a wooden tiger.
I memento to keep for years to come

Our sweet wooden element cards are lovingly made in our New Forest Studio, making each card unique to you.
They feature a high quality print, with a 3D wooden element.
The inside of the card is BLANK

MATERIALS:
350gsm FSC textured card supplied with a Kraft Envelope and compostable cello bag.
4mm Oak Veneer Wood*

DIMENSIONS:
Cards are available in 2 sizes
150 x 150mm (envelope 155x155mm)
105 x 150mm (envelope 11.4x16.2mm)

*Wood is a beautiful and natural product, colour and grain does vary from tree to tree, please note colour and grain may vary from the pictures shown.*",animals
"Product Name: Bar Mitzvah Birthday Card Description: Bar and Bat Mitzvah Birthday Card

A2 card measuring 5.5"" x 4.25"" and printed on premium card stock paper. Carefully packaged. Blank inside for your own personal message. Envelope included.

Minimum Order Quantity: 6 per style",
"Product Name: Kids 2nd Birthday Card for Granddaughter (Elephant) Description: A truly unique greeting card for that special someone. This card is made to order by Fat Cat in the U.K from high quality, FSC sustainably sourced board. The card is 330gsm with a silk finish on the outer and matte on the inside for biro. The inside of the card is blank. The greeting card comes fully packaged with a white envelope (red for Christmas cards) and 100% recyclable cellophane bag. The back of the card highlights the fact that it is designed and made in the UK.",animals
"Product Name: Garlic Bread Til I'm Dead Funny Meme Kawaii Sticker Description: • Size: 3in x 2.5in
• Water & UV Resistant Laminated Handmade Stickers
• Stickers will come packaged individually for retail unless otherwise requested
• Not intended for long exposure outdoors or dishwashers",Food & Drink
"Product Name: Flower Bouquet Quilling Card Description: 
Real dried flowers stationery cards. These colorful dried flowers are the perfect addition to any stationery collection. Or if you want to send someone a special greeting card, the flowers are a unique touch to any special greeting. Outside covers are various dried floral arrangements on a note card.

Kraft paper envelope is included
",plants & floral
"Product Name: Magnet - New Mexico Flag Description: Magnets Style Options:
Magnets are available in five styles.

1/8"" Clear Acrylic Magnets:
These magnets feature 1/8” thick acrylic. Each one is printed with our durable ultra vivid process and are given a strong, 1” ceramic magnet applied to the back.

1/4"" Clear Acrylic Magnets:
These magnets feature 1/4” thick acrylic. Each one is printed with our durable ultra vivid process and are given a strong, 1” ceramic magnet applied to the back.

1/4"" Recycled Wood Magnets:
These magnets feature 1/4” recycled wood. Each one is printed with our Ultra Vivid printing process and given a strong, 1” ceramic magnet applied to the back

5/16"" Bamboo Magnets:
These bamboo wood magnets feature 5/16” thick bamboo. Each one is printed with our Ultra Vivid print process and given a strong, 1” ceramic magnet applied to the back

1/4"" Full Color Acrylic Magnets:
These magnets feature 1/4” thick acrylic. Each one is printed with our full color digital process and given a strong, 25 mil magnetic backing.",geography & hometown
"Product Name: Kawaii Gamer Sticker - You Are My Number 2 Description: • Water resistant 
• Available in 2”, 3”, and 4”
• Matte or holographic finish
• 100% handmade",Sci-Fi & Fantasy
"Product Name: Self Deprecating Depression Sticker - Toaster In A Bathtub Description: This funny toaster taking a bath sticker is 2.5-inches on the longest edge. A great pick to show everyone that you might need some therapy and enjoy some funny self deprecating stickers. Want to go swimming is like nothing you will find anywhere else.

These stickers are professionally printed on white vinyl material, have a matte weatherproof coating with UV protection, are dishwasher safe/waterproof, made with  recycled backing paper, and printed with eco-solvent ink made to withstand years of outdoor durability. 

Made in the USA.

These will make an excellent addition to your retail shop! Perfect for laptops, phones, water bottles, planners, and bullet journals.",
"Product Name: Kerusso Womens Journal Be Transformed Description: Let your thoughts take flight in this beautiful “Be Transformed” Journal by Kerusso®. You are a unique and incredible being with a pattern all your own! Don’t chase the things of this world, rather focus on the Lord and His incredible plan for you. Kerusso Journals are perfect for jotting down personal reflections, Bible study notes, or memorable moments of gratitude.
We begin as caterpillars in this life, crawling an inch at a time, wondering if there is more to see, more to know, more to hope for. God has given you wings! Soar above the lesser things in life in Jesus’ name. Let go of the things that hold you back and turn to the Savior. This Be Transformed journal will encourage you to grow in life, and in faith.

Kerusso® Women's Journal - Be Transformed
- Color: Multi-color
- Size 8.44"" x 5.5"" x .06""
- Flexible paperback cover with a soft touch finish
- 160 lined pages
- Great tool for bible study, self reflection and growth",nature
"Product Name: Explore Description: Explore Sticker

3""

Waterproof and UV Resistant

Perfect for your laptop, Car, Window, Sticker Collection and Much More.",travel & adventure
"Product Name: Destination | Minnesota map card Description: An image of my large flat-lay photograph created with 141 heart rocks, this 5x7"" note card on soft white matte card stock is blank on the inside and includes a white A-7 envelope.  The style number and $4.99 pricing appears on the back.  Made in Maine with recycled paper.

It's available without a caption or with the caption, 'from Minnesota, with love.'",geography & hometown
"Product Name: Happy birthday Description: || Size: A6 [105 x 148 mm = 10.5 x 14.8 cm]
|| Material: 300g/m² matte premium paper

|| All products come directly from our small factory, printed and packaged to your home 

|| Since we love what we do and the quality of our products is very important to us, we ensure brilliant color reproduction [deep black print]

|| The environment is also very important to us. That is the reason why we use almost exclusively environmentally friendly paper. 

Thank you for your interest, we are looking forward to your order!
mb - handmade team 🤍🖤

|| PS: Colors may vary slightly depending on screen settings
|| Decorative items are not included",
"Product Name: You Make Life Sweet Card Description: Spread a bit of joy and encouragement with this greeting card, featuring an illustration lovingly created by artist Julia Kestner.

- A2 size (4.25"" x5.5"") when folded
- Available in 2 options: coated semigloss 14pt cardstock or uncoated matte 16pt cardstock
- Blank inside for your sentiments
- Comes with fitted, matching white envelope for easy sending
- Designed & printed in the USA",food & drink
"Product Name: Cutthroat Trout Washington Sticker - WA Fly Fishing Decal Description: Washington state cutthroat trout sticker in 2 sizes. Perfect for a tackle shop, outdoor outfitters, fly shop, or gift shop in a popular PNW fishing destination. 

Washington is a fisherman's paradise, home to many freshwater fish species including the cutthroat trout, a favorite of anglers throughout the Pacific Northwest. This waterproof vinyl fishing sticker pays homage to the beloved sporting fish that dwells in Lake Chelan, Lake Easton, Sullivan Lake, and many more rivers throughout Eastern WA & Central WA. Perfect for fly fishing enthusiasts and avid outdoor adventurers.

Two sizes available: 3.75"" wide water bottle decal size & 5"" wide bumper sticker size. ID, MT, & OR cutthroat trout and rainbow trout stickers also available in our shop. Waterproof die cut UV laminated vinyl for years of adventure indoors and outdoors. Made in Idaho.",Geography & Hometown
"Product Name: Iron-on Patch - Egyptian Queen Pharaoh Sphin x Description: Refine or repair your textiles, such as jeans, jackets, trousers, T-shirts, sweatshirts, scarves, backpacks, towels, bags, hats, school bags, pillows, blankets, vests, etc. - Make monotonous clothing an eye-catcher.",history
Product Name: Oh What Fun Description: 4.25x5.5 inch folded card with blank inside on Mohawk Eggshell White Paper + Euro flap envelope. Artist Name: Shanna Masters,holiday season
"Product Name: Nutella Notepad Description: Item: Nutella Notepad for Office use, Gift, Journaling and Scrapbooking

Description: Non-Stick Regular Notepad - 50 sheets/pad

*Handmade Item*

Size: 4.5"" x 5.5"" - 50 sheets

Material: Premium Paper 24 lbs

*All Notepads are Individually Packaged and contains a Barcode*",food & drink
"Product Name: 40 and Still an Ass - Card Description: 40 and still an ass birthday card

A6/A5 Size - White 350gsm beautiful silk card stock 
Designed and printed in Hertfordshire
• We dispatch all UK CARD orders with Royal Mail 1st Class Delivery next day.
• UK Card orders usually arrive within 2-3 business days • 1st Class does not guarantee next day (due to Covid-19 all delivery times can be longer than expected. 
• International Shipping
• We dispatch all International orders with Royal Mail International Standard Delivery
• Orders placed to countries outside of Europe usually arrive within 10-14 business days
• Proof of postage can be supplied at your request
• We are not responsible for any delays due to customs
• Buyers are responsible for any customs and import taxes that may apply
• Tracked & Sign is also available at an additional cost.
 
Made with ❤️",
"Product Name: Happy Valentine's Day Description: || Size: A6 [105 x 148 mm = 10.5 x 14.8 cm]
|| Material: 300g/m² matte premium paper

|| All products come directly from our small factory, printed and packaged to your home 

|| Since we love what we do and the quality of our products is very important to us, we ensure brilliant color reproduction [deep black print]

|| The environment is also very important to us. That is the reason why we use almost exclusively environmentally friendly paper. 

Thank you for your interest, we are looking forward to your order!
mb - handmade team 🤍🖤

|| PS: Colors may vary slightly depending on screen settings
|| Decorative items are not included",love
"Product Name: Card ""You are my World"" Description: Card ""You are my World"".
Prison Wife Card / Long Distance Relationship Card / Love Card / Prison Friendly Card (A2 card)

Inside: blank for your own message.

Card measures 5.5"" x 4.25"" / 110x140mm .
Beautiful card on luxury white felt card stock (110 lb/298 gsm)
Comes with an envelope, in a clear protective cellophane sleeve.

Artwork by Tanya Kart https://www.etsy.com/shop/ATArtDigital

☆ PLEASE NOTE ☆
All cards are cut and folded by me, their size may vary very slightly.

☆ SHIPPING ☆
Cards typically ship within 3 business days.",love
